;Annotator 1;;;;;;Annotator 2;;;;;;Annotator 3;;;;;;K-Folds (10);;;;;;;;;;
rs00804.jpg;1;5;0;0;0;;0;0;0;0;0;;0;3;0;0;2;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Val
rs00805.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Test;Train;Train;Val;Train;Train;Test
rs00806.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;2;0;1;;Train;Train;Val;Train;Train;Train;Train;Test;Train;Train;Train
rs00807.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Val;Train;Test;Train;Train;Train;Train;Train;Train
rs00808.jpg;0;0;0;0;0;;0;0;0;0;0;;0;2;2;0;2;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val
rs00809.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Test;Train;Train;Train;Train;Val;Train;Train;Train
rs00810.jpg;0;0;0;1;1;;0;0;0;0;0;;0;0;0;0;2;;Test;Train;Train;Train;Train;Train;Train;Val;Train;Val;Train
rs00811.jpg;0;0;0;0;3;;0;0;0;0;0;;0;0;0;0;3;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Test
rs00812.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Train;Train;Train;Train;Train;Test;Val;Train;Train
rs00813.jpg;2;0;8;0;5;;2;0;9;0;0;;2;0;8;0;6;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val;Train
rs00814.jpg;1;0;0;5;5;;0;0;0;0;8;;1;0;0;0;5;;Test;Train;Val;Train;Train;Train;Val;Train;Train;Val;Train
rs00815.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Val;Train;Val;Test;Train;Train;Train;Train;Val;Train;Test
rs00816.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;3;0;2;;Test;Val;Train;Train;Train;Train;Train;Val;Val;Train;Train
rs00817.jpg;0;1;1;0;0;;0;0;0;0;0;;0;2;2;0;2;;Train;Train;Train;Train;Train;Train;Val;Val;Test;Train;Train
rs00818.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Train;Val;Train;Train;Test;Train
rs00819.jpg;0;0;3;0;1;;1;7;2;0;0;;1;3;6;0;3;;Test;Val;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs00820.jpg;0;0;0;0;5;;1;0;0;3;0;;0;0;0;0;2;;Val;Val;Val;Train;Test;Val;Train;Train;Train;Val;Train
rs00821.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Val;Val
rs00822.jpg;1;1;1;5;4;;1;0;0;0;0;;1;4;3;0;4;;Val;Train;Train;Train;Test;Train;Train;Val;Val;Train;Train
rs00823.jpg;1;0;1;0;7;;1;0;0;0;0;;1;0;0;0;4;;Train;Train;Train;Train;Train;Val;Val;Test;Val;Train;Val
rs00824.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Test;Val;Val;Val;Train;Train;Train;Train
rs00825.jpg;1;0;7;0;0;;1;0;8;7;8;;2;0;6;0;3;;Train;Val;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs00826.jpg;0;2;0;0;0;;0;0;0;0;0;;0;3;0;0;2;;Train;Val;Test;Val;Train;Train;Train;Train;Train;Val;Val
rs00827.jpg;0;2;0;0;0;;0;0;0;0;0;;0;2;2;0;2;;Val;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs00828.jpg;1;0;7;0;0;;1;8;8;0;0;;0;0;2;0;2;;Val;Test;Train;Train;Val;Train;Train;Train;Val;Train;Test
rs00829.jpg;0;0;1;0;2;;0;0;0;0;0;;0;0;0;0;2;;Test;Train;Train;Val;Val;Train;Val;Train;Train;Train;Val
rs00830.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Train;Val;Train;Test;Train;Train;Train;Train;Train
rs00831.jpg;0;2;1;0;0;;0;0;0;0;0;;0;2;1;0;2;;Test;Train;Train;Train;Train;Val;Train;Train;Train;Train;Val
rs00832.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Val;Train;Train;Train;Test;Train;Train;Train;Train;Val
rs00833.jpg;0;1;3;0;0;;1;4;3;0;0;;0;0;2;0;2;;Train;Train;Train;Train;Train;Val;Test;Train;Train;Train;Train
rs00834.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Test;Train;Val;Train;Train;Train;Train;Train;Val
rs00835.jpg;1;0;2;5;8;;0;0;0;6;6;;1;0;2;3;3;;Val;Train;Train;Val;Val;Test;Train;Train;Train;Train;Test
rs00836.jpg;0;0;7;0;2;;1;0;7;0;0;;2;0;7;0;5;;Train;Train;Train;Val;Test;Train;Train;Train;Train;Train;Train
rs00837.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;3;;Test;Train;Val;Train;Train;Train;Train;Train;Train;Train;Train
rs00838.jpg;0;0;1;0;1;;0;0;0;0;0;;0;0;3;0;2;;Test;Train;Train;Train;Train;Train;Train;Val;Train;Train;Val
rs00839.jpg;0;0;1;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Test;Train;Train;Val;Train;Train;Train;Train;Train
rs00840.jpg;0;1;2;0;1;;0;0;0;0;0;;0;3;0;0;2;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs00841.jpg;1;0;0;4;0;;0;0;0;0;0;;2;0;0;6;5;;Train;Train;Train;Val;Val;Train;Train;Test;Train;Val;Test
rs00842.jpg;2;0;0;9;6;;1;0;0;9;8;;2;0;0;6;6;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs00843.jpg;0;0;0;0;4;;1;0;0;0;0;;0;0;0;0;3;;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs00844.jpg;1;0;0;3;5;;1;0;0;8;8;;2;0;0;6;6;;Test;Train;Train;Train;Train;Train;Train;Train;Val;Train;Train
rs00845.jpg;2;8;3;0;1;;1;8;2;0;0;;0;5;0;0;3;;Train;Train;Train;Train;Train;Test;Val;Train;Train;Train;Train
rs00846.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs00847.jpg;2;0;0;8;5;;1;0;0;8;8;;2;0;0;6;5;;Train;Val;Train;Train;Train;Train;Train;Train;Test;Train;Test
rs00848.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Val;Train;Train;Test;Train;Train;Train;Train;Val
rs00849.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;2;0;2;;Train;Test;Train;Train;Train;Train;Train;Val;Train;Train;Val
rs00850.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train
rs00851.jpg;1;7;2;0;0;;0;3;2;0;0;;0;4;0;0;1;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Val;Val
rs00852.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Test
rs00853.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs00854.jpg;2;8;4;0;0;;1;3;2;0;0;;0;5;2;0;2;;Val;Train;Train;Train;Train;Train;Train;Train;Train;Test;Val
rs00855.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Test;Train;Train;Train;Train;Val;Train;Val;Train;Train
rs00856.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train;Test
rs00857.jpg;0;0;0;0;1;;1;0;0;2;0;;0;0;0;0;2;;Train;Test;Train;Val;Train;Train;Train;Train;Train;Train;Train
rs00858.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;1;0;3;;Train;Train;Train;Train;Val;Val;Train;Train;Train;Test;Test
rs00859.jpg;2;8;3;0;0;;0;3;1;0;0;;0;4;0;0;1;;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs00860.jpg;0;2;1;0;0;;0;0;0;0;0;;1;4;3;0;3;;Train;Val;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs00861.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Test;Train;Val;Train;Train;Train;Train;Train;Train;Train;Train
rs00862.jpg;0;0;0;0;0;;2;0;0;0;4;;0;0;0;0;3;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Test
rs00863.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;2;0;2;;Train;Train;Train;Train;Train;Train;Train;Val;Test;Train;Train
rs00864.jpg;1;7;0;0;1;;0;0;0;0;0;;0;4;0;0;2;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val
rs00865.jpg;0;2;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Val;Train;Val;Train;Train;Train;Test;Train;Train;Train;Test
rs00866.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;3;0;2;;Test;Train;Train;Train;Train;Train;Train;Val;Train;Val;Test
rs00867.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Val;Train;Train;Train;Train;Test;Train;Train
rs00868.jpg;0;1;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Test
rs00869.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Val;Train;Train;Train;Test;Val
rs00870.jpg;1;0;0;0;6;;0;0;0;0;0;;1;2;1;0;5;;Train;Train;Train;Train;Val;Train;Val;Train;Test;Val;Train
rs00871.jpg;1;3;0;4;2;;0;0;0;5;3;;1;4;0;3;5;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs00872.jpg;1;0;0;0;6;;0;0;0;0;0;;1;0;0;0;5;;Train;Test;Train;Train;Train;Train;Train;Train;Val;Train;Train
rs00873.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Test;Train;Train;Val;Train;Train;Train;Val
rs00874.jpg;1;4;2;0;7;;1;0;1;0;6;;1;4;2;3;5;;Train;Val;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs00875.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;2;;Train;Test;Train;Train;Train;Train;Train;Train;Val;Train;Train
rs00876.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;2;0;2;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs00877.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;2;;Test;Train;Val;Train;Train;Train;Train;Val;Train;Train;Test
rs00878.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;2;0;2;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs00879.jpg;0;0;2;0;1;;0;0;0;0;0;;0;0;0;0;1;;Train;Val;Train;Train;Train;Train;Train;Train;Train;Test;Test
rs00880.jpg;1;2;1;0;7;;0;0;0;0;0;;0;0;0;0;3;;Val;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs00881.jpg;1;0;1;0;5;;0;0;1;0;0;;0;4;3;0;1;;Train;Train;Train;Val;Train;Train;Train;Train;Test;Train;Test
rs00882.jpg;0;2;1;0;0;;0;0;1;0;0;;0;3;2;0;2;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs00883.jpg;0;0;2;0;0;;0;0;0;0;0;;0;0;2;0;2;;Val;Train;Train;Test;Train;Val;Train;Train;Train;Val;Val
rs00884.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Test;Train;Val;Train;Train;Train;Train
rs00885.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Test;Val;Val;Train;Train;Train;Train;Train;Train
rs00886.jpg;1;0;0;2;5;;1;0;0;2;8;;1;0;0;0;4;;Train;Train;Train;Test;Train;Val;Train;Train;Train;Train;Train
rs00887.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Train;Test;Train;Train;Train;Train;Train;Train;Val;Train;Val
rs00888.jpg;0;0;0;0;4;;0;0;0;0;0;;0;0;0;0;3;;Train;Train;Train;Train;Val;Train;Train;Test;Train;Train;Val
rs00889.jpg;0;0;0;0;1;;0;0;0;0;7;;0;0;0;0;2;;Train;Test;Train;Train;Train;Train;Train;Val;Train;Train;Train
rs00890.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;3;;Train;Train;Val;Train;Train;Train;Train;Test;Train;Train;Train
rs00891.jpg;1;0;2;0;3;;0;0;0;0;0;;0;0;4;0;2;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Val
rs00892.jpg;0;0;2;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs00893.jpg;1;0;0;6;6;;0;0;0;0;0;;2;0;2;6;6;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs00894.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val;Val
rs00895.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Val;Train;Train;Train;Test;Train;Train;Train;Train;Train;Val
rs00896.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Test;Train;Train;Val;Train;Train;Train;Val
rs00897.jpg;0;0;1;0;1;;0;0;0;0;0;;0;2;3;0;3;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs00898.jpg;0;0;0;2;1;;1;0;0;3;5;;0;0;0;0;2;;Train;Train;Train;Train;Train;Val;Test;Train;Val;Train;Train
rs00899.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs00900.jpg;1;0;0;6;4;;1;0;0;6;8;;1;0;0;3;4;;Train;Train;Train;Val;Train;Train;Train;Train;Train;Test;Train
rs00901.jpg;0;0;3;0;1;;0;0;2;0;0;;1;1;4;0;3;;Train;Train;Train;Train;Val;Test;Train;Train;Train;Train;Train
rs00902.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs00903.jpg;0;2;1;0;0;;0;0;0;0;0;;0;2;2;0;2;;Train;Val;Train;Train;Train;Train;Test;Train;Train;Train;Train
rs00904.jpg;1;0;0;3;2;;0;0;0;0;4;;0;0;0;0;3;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs00905.jpg;0;0;0;0;0;;0;0;0;0;0;;0;2;2;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs00906.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;1;;Val;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs00907.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;2;0;2;;Train;Train;Train;Test;Train;Train;Train;Val;Train;Train;Train
rs00908.jpg;1;0;0;2;6;;0;0;0;2;8;;1;0;0;2;5;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Test
rs00909.jpg;0;0;2;0;0;;0;0;2;0;0;;1;0;4;0;3;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs00910.jpg;0;2;2;0;0;;0;0;0;0;0;;0;4;0;0;1;;Train;Train;Val;Train;Train;Train;Test;Train;Train;Train;Train
rs00911.jpg;1;0;0;0;7;;0;0;0;0;6;;0;0;0;0;4;;Train;Train;Test;Train;Train;Val;Train;Train;Train;Train;Train
rs00912.jpg;0;0;2;0;1;;0;3;0;0;4;;0;0;4;0;2;;Train;Train;Train;Val;Val;Train;Train;Train;Train;Test;Train
rs00913.jpg;1;0;2;0;6;;0;3;2;0;0;;1;0;3;0;4;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Val;Val
rs00914.jpg;0;0;2;0;0;;0;0;1;0;6;;0;0;2;0;2;;Train;Train;Train;Train;Test;Train;Train;Val;Train;Train;Train
rs00915.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train
rs00916.jpg;1;1;1;0;6;;0;0;0;0;5;;1;4;2;0;4;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs00917.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Train;Val;Test;Val;Train;Train
rs00918.jpg;0;0;0;0;0;;0;0;0;0;0;;1;0;4;0;5;;Train;Train;Val;Train;Train;Train;Train;Train;Train;Test;Train
rs00919.jpg;0;0;0;0;3;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs00920.jpg;0;1;0;0;2;;0;0;0;0;0;;0;0;2;0;2;;Train;Val;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs00921.jpg;1;1;0;1;6;;1;0;1;0;8;;1;3;2;0;5;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Val;Test
rs00922.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs00923.jpg;0;0;3;0;1;;0;0;5;0;0;;0;0;3;0;2;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train
rs00924.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;1;;Val;Train;Train;Train;Test;Train;Train;Train;Val;Train;Train
rs00925.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;2;0;0;;Test;Train;Train;Train;Train;Train;Val;Train;Train;Train;Train
rs00926.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val
rs00927.jpg;1;0;3;0;2;;1;3;3;0;5;;1;3;5;0;2;;Train;Val;Train;Train;Train;Train;Train;Train;Train;Test;Test
rs00928.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;3;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs00929.jpg;1;0;0;5;3;;1;0;0;7;8;;1;0;0;3;5;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs00930.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;3;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs00931.jpg;1;5;1;0;0;;0;3;0;0;0;;0;4;0;0;2;;Train;Train;Train;Test;Train;Val;Train;Train;Train;Train;Train
rs00932.jpg;1;0;0;5;7;;1;0;0;2;8;;2;0;0;3;5;;Val;Train;Train;Train;Train;Train;Train;Train;Test;Train;Test
rs00933.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Val;Val;Train;Test;Train;Train;Train;Train
rs00934.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;1;0;2;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs00935.jpg;1;5;1;0;0;;0;2;0;0;0;;0;4;0;0;0;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs00936.jpg;0;0;0;0;1;;1;0;6;0;0;;0;0;4;0;2;;Train;Train;Test;Train;Train;Train;Train;Val;Train;Train;Train
rs00937.jpg;0;0;2;0;2;;0;0;0;0;0;;0;0;3;0;2;;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train;Val
rs00938.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Test;Train;Val;Train;Val;Train;Train;Val
rs00939.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs00940.jpg;0;0;0;1;3;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Test
rs00941.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Val;Train;Train;Train;Train;Train;Test;Train;Train
rs00942.jpg;0;1;2;0;1;;0;0;2;0;0;;0;0;3;0;2;;Train;Test;Train;Val;Val;Train;Train;Train;Train;Train;Train
rs00943.jpg;0;1;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Val;Train;Train;Train;Train;Test;Train;Val;Train
rs00944.jpg;2;6;0;0;0;;0;3;0;0;0;;1;5;0;0;3;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train
rs00945.jpg;2;0;8;0;6;;2;0;8;0;0;;2;0;7;0;6;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Val;Train
rs00946.jpg;0;0;1;0;0;;0;0;0;0;0;;0;2;3;0;2;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs00947.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;2;;Train;Test;Train;Train;Train;Train;Train;Val;Train;Train;Val
rs00948.jpg;0;1;1;0;1;;0;0;0;0;0;;0;2;1;0;0;;Test;Train;Train;Train;Train;Train;Val;Train;Val;Train;Train
rs00949.jpg;0;0;0;2;0;;0;0;0;2;2;;0;0;0;2;2;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train
rs00950.jpg;0;0;0;0;0;;0;0;0;0;2;;0;0;0;0;2;;Train;Val;Train;Train;Train;Train;Val;Test;Val;Train;Train
rs00951.jpg;0;0;0;0;0;;0;0;0;0;0;;0;2;0;0;1;;Train;Train;Val;Train;Train;Train;Test;Train;Train;Train;Train
rs00952.jpg;0;2;0;0;0;;0;0;0;0;0;;0;3;2;0;1;;Train;Val;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs00953.jpg;1;0;4;0;0;;1;3;4;0;0;;1;4;4;0;0;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Val;Train
rs00954.jpg;0;0;1;0;1;;0;0;0;0;0;;0;0;2;0;2;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Val
rs00955.jpg;1;5;1;0;0;;0;0;0;0;0;;0;3;0;0;0;;Val;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs00956.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Val
rs00957.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Val;Train;Train;Test;Train;Train;Train;Train;Train;Train;Test
rs00958.jpg;0;2;1;0;2;;0;0;0;0;0;;0;0;0;0;1;;Train;Test;Train;Train;Train;Train;Train;Train;Val;Train;Train
rs00959.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Train;Val;Train;Train;Train;Val
rs00960.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Test
rs00961.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;2;0;1;;Train;Train;Train;Test;Train;Val;Train;Train;Train;Train;Train
rs00962.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val
rs00963.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Test;Train;Train;Val;Train;Val;Train;Train;Train
rs00964.jpg;0;0;0;0;1;;0;0;0;0;0;;0;2;0;0;1;;Train;Val;Train;Train;Test;Train;Train;Train;Train;Train;Val
rs00965.jpg;0;0;4;0;0;;1;0;3;0;0;;0;4;4;0;2;;Val;Train;Train;Val;Train;Train;Train;Train;Test;Train;Test
rs00966.jpg;0;0;0;4;2;;0;0;0;0;2;;0;0;0;2;3;;Test;Train;Train;Train;Val;Train;Train;Train;Train;Val;Train
rs00967.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Val;Val;Train;Train;Test;Train;Train;Train;Val
rs00968.jpg;0;0;0;0;1;;0;0;0;0;0;;0;2;2;0;1;;Train;Train;Train;Test;Val;Train;Train;Train;Train;Train;Train
rs00969.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val
rs00970.jpg;0;2;0;1;0;;0;0;0;0;0;;0;3;3;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Test
rs00971.jpg;1;0;0;6;5;;1;0;0;5;8;;1;0;0;2;3;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs00972.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;2;;Test;Train;Train;Train;Train;Val;Train;Train;Val;Train;Train
rs00973.jpg;1;0;0;4;2;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Test;Train;Val;Train;Train;Train;Train
rs00974.jpg;1;0;0;3;2;;0;0;0;0;0;;0;0;3;1;2;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs00975.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs00976.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs00977.jpg;1;0;0;0;4;;1;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Val;Test;Train;Train;Train;Train;Train;Val
rs00978.jpg;2;8;0;0;1;;2;8;0;0;0;;0;4;3;0;2;;Train;Val;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs00979.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Val;Train;Train;Train;Train;Test;Val
rs00980.jpg;1;0;4;0;0;;1;3;3;0;0;;1;5;6;0;1;;Val;Train;Train;Train;Train;Train;Train;Train;Test;Train;Val
rs00981.jpg;1;0;0;8;2;;1;0;0;6;5;;2;0;0;7;3;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs00982.jpg;1;0;0;4;3;;1;0;0;6;8;;1;0;0;5;5;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Test
rs00983.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs00984.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs00985.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train
rs00986.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;2;;Train;Test;Train;Train;Train;Val;Train;Train;Train;Train;Train
rs00987.jpg;0;0;0;0;3;;0;0;0;0;2;;0;0;0;2;2;;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs00988.jpg;0;0;1;0;5;;0;0;0;0;0;;0;0;3;0;2;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train
